1969,1638,
1990,1626,
2002,1638,
2000,1676,
2010,1654,
2081,1682,
1993,1598,
1909,1591,
1927,1610,
1933,1586,
1894,1579,
1965,1634,
1971,1607,
1918,1609,
1963,1618,
1918,1623,
1918,1591,
1926,1579,
1933,1603,
1917,1586,
