1922,70,
1911,73,
1893,85,
1899,71,
1918,70,
1907,72,
1926,74,
1906,71,
1916,71,
1892,71,
1963,82,
1960,69,
1935,70,
1931,74,
1954,75,
1985,87,
1981,72,
1925,70,
1912,69,
2000,75,
